Polska nazwa,Angielska nazwa,Interakcje,Strona,
Apremilast,Apremilast,"Apremilast nie wywiera wpływu na zdolność prowadzenia pojazdów i obsługi maszyn potencjalnie niebezpiecznych lub wpływ na powyższe czynności jest nieistotny.
Jednoczesne stosowanie apremilastu z wyciągiem z dziurawca prowadzi do znacznego osłabienia działania leku. Leczenie apremilastem może nie przynosić spodziewanej poprawy.
",https://www.doz.pl//leki/w82-Apremilast,
Aprepitant,Aprepitant,"W wyniku stosowania aprepitantu mogą ujawnić się takie działania niepożądane leku jak zwroty głowy czy senność, dlatego aprepitant może mieć wpływ na zdolność obsługi maszyn i prowadzenie pojazdów.
W czasie leczenia przy pomocy aprepitantu nie jest zalecane spożywanie naparów w ziela dziurawca oraz innych suplementów diety zawierających w swoim składzie wyciąg z ziela dziurawca.
",https://www.doz.pl//leki/w83-Aprepitant,
Aprotynina,Aprotinin,"Aprotynina nie wywiera wpływu na prowadzenie pojazdów oraz obsługę maszyn w ruchu. 
",https://www.doz.pl//leki/w84-Aprotynina,
Artykaina,Articaine,"Artykaina może wywierać niewielki wpływ na zdolność prowadzenia pojazdów. U pacjenta mogą wystąpić objawy takie jak zawroty głowy, zaburzenia widzenia i zmęczenie, które zazwyczaj ustępują w ciągu 30 minut od zakończenia zabiegu stomatologicznego. Zaleca się zachowanie ostrożności po znieczuleniu do czasu odzyskania dobrego samopoczucia.
",https://www.doz.pl//leki/w86-Artykaina,
Arypiprazol,(Aripiprazol),"Zaleca się przyjmowanie dużej ilości płynów aby zapobiec odwodnieniu organizmu podczas terapii arypiprazolem.
Alkohol nasila działanie depresyjne arypiprazolu na ośrodkowy układ nerwowy.
Jednoczesne stosowanie ziela dziurawca i jego preparatów zmniejsza stężenie i działanie arypiprazolu.
",https://www.doz.pl//leki/w85-Arypiprazol_Aripiprazol,
Asenapina,Asenapine,"Należy zachować ostrożność łącząc asenapinę z alkoholem, ponieważ alkohol może nasilać hamujący wpływ leku na ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w87-Asenapina,
Asfotaza,alfa,"Stosowanie asfotazy alfa może zaburzać wyniki testów laboratoryjnych, wykorzystujących do oznaczeń fosfatazę alkaliczną. Ze względu na podobieństwa strukturalne obu substancji istnieje prawdopodobieństwo uzyskiwania wyników zafałszowanych badań wykorzystujących sprzężenie z fosfatazą alkaliczną takich jak oznaczenia hormonów, ilości przeciwciał czy też antygenów bakteryjnych. W celu uniknięcia interakcji, należy się upewnić, czy planowane testy laboratoryjne nie wykorzystują fosfatazy alkalicznej.
",https://www.doz.pl//leki/w88-Asfotaza_alfa,
Asparaginaza,Asparaginase,"Asparaginaza może powodować umiarkowane objawy wpływające na zdolność prowadzenia pojazdów i obsługiwania maszyn związane z jej działaniem na układ pokarmowy i układ nerwowy. Zaleca się zachowanie ostrożności podczas terapii substancją czynną.
",https://www.doz.pl//leki/w89-Asparaginaza,
Ataluren,Ataluren,"Wpływ atalurenu na prowadzenie pojazdów i obsługę maszyn nie został przebadany. Pacjenci, u których występują zawroty głowy powinni zachować szczególną ostrożność.
",https://www.doz.pl//leki/w90-Ataluren,
Atazanawir,Atazanavir,"Dla poprawienia biodostępności atazanawiru należy stosować go w połączeniu z pokarmem. Badania prowadzone na pacjentach leczonych atazanawirem 300 mg i rytonawirem 100 mg w połączeniu z lekkostrawnym posiłkiem jednoznacznie wykazały wzrost stężenia pod krzywą AUC dla atazanawiru o 33 % oraz wzrost Cmax . Takich wzrostów nie uzyskano po podaniu z pokarmem wysokotłuszczowym oraz na czczo.
Alkohol spożywany w czasie terapii atazanawirem może zwiększać ryzyko wystąpienia działań niepożądanych, głównie martwicy tkanki kostnej.
W przypadku stosowania leczenia skojarzonego atazanawiru z rytonawirem należy zapoznać się z CHPL rytonawiru, ponieważ rytonawir może powodować dominujące interakcje z lekami metabolizowanymi w wątrobie przez cytochrom CYP3A4. Jest on silniejszym inhibitorem CYP3A4 niż atazanawir.
",https://www.doz.pl//leki/w91-Atazanawir,
Atenolol,Atenolol,"Podczas stosowania atenololu występuje niewielkie prawdopodobieństwo, aby wywierał on wpływ na zdolność prowadzenia pojazdów, czy też obsługę maszyn, które pozostają w ruchu. U kierowców należy jednak szczególnie zwrócić uwagę w początkowym okresie leczenia atenololem, gdyż mogą pojawić się zawroty głowy, a także uczucie zmęczenia.
",https://www.doz.pl//leki/w92-Atenolol,
Atomoksetyna,Atomoxetine,"Uważa się, że atomksetyna wywiera niewielki wpływ na zdolność prowadzenia pojazdów i obsługiwania maszyn, jednakże działania niepożądane, które pojawiają się w czasie terapii, takie jak senność, zawroty głowy, mogą mieć szkodliwy wpływ na zdolności psychomotoryczne.
",https://www.doz.pl//leki/w93-Atomoksetyna,
Atorwastatyna,Atorvastatin,"Podczas leczenia atorwastatyną nie jest wskazane spożywanie dużych ilości soku grejpfrutowego.
Atorwastatyna powinna być stosowana ostrożnie u osób, które spożywają większe ilości alkoholu. W trakcie stosowania leku należy unikać nadmiernego spożycia alkoholu. 
Wpływ na wyniki badań diagnostycznych:
",https://www.doz.pl//leki/w94-Atorwastatyna,
Atropina,Atropine,"SIarczan atropiny podawany w postaci kropli ocznych powoduje zaburzenia widzenia, które mogą utrzymywać się nawet do tygodnia po zastosowaniu. Z tego względu podczas stosowania kropli z atropiną nie należy prowadzić pojazdów ani obsługiwać maszyn.
Atropina opóźnia opróżnianie żołądka, dlatego może zwalniać albo przyspieszać wchłanianie niektórych leków przyjmowanych doustnie.
",https://www.doz.pl//leki/w96-Atropina,
Awanafil,Avanafil,"Przyjmowanie awanafilu z pożywieniem może opóźnić działanie leku. Interakcja ta jest szczególnie nasilona w przypadku posiłków wysokotłuszczowych.
Należy zachować 24-godzinny odstęp czasowy między przyjęciem awanafilu, a spożywaniem soku z grejpfruta.
Nie należy łączyć awanafilu z alkoholem, ze względu na ryzyko nadmiernego spadku ciśnienia tętniczego, co objawia się zawrotami głowy, uczuciem oszołomienia, a nawet omdleniem.
",https://www.doz.pl//leki/w97-Awanafil,
Azacytydyna,Azacitidine,"Jednym z działań niepożądanych po zastosowaniu azacytydyny jest uczucie zmęczenia i osłabienia. Dlatego też zaleca się zachowanie szczególnej ostrożności podczas obsługiwania pojazdów mechanicznych lub samochodów w trakcie kuracji tym lekiem.
",https://www.doz.pl//leki/w98-Azacytydyna,
Azatiopryna,Azathioprine,"Azatiopryna wraz z promieniowaniem ultrafioletowym o długich falach potęgują działanie klastogenne (uszkadzające chromosomy).
",https://www.doz.pl//leki/w100-Azatiopryna,
Azelastyna,Azelastine,"Spożycie alkoholu może nasilać działania niepożądane azelastyny.
",https://www.doz.pl//leki/w101-Azelastyna,
Aztreonam,Aztreonam,"Brak wyników badań potwierdzających wpływ aztreonamu na zdolność prowadzenia pojazdu i obsługi maszyn potencjalnie niebezpiecznych. Na podstawie oceny profilu bezpieczeństwa i mechanizmu działania leku stwierdza się, że nie powinien mieć niekorzystnego wpływu na wyżej wymienione czynności.
",https://www.doz.pl//leki/w103-Aztreonam,
Azylsartan,Azilsartan,"Stosowanie azylsartanu równolegle z zamiennikami soli kuchennej zawierającymi potas może powodować niebezpieczny dla życia wielu chorych wzrost poziomu potasu we krwi.
Podczas terapii azylsartanem odnotować można wyższe średnie stężenia  kwasu moczowego w surowicy. Natomiast stężenia hemoglobiny i hematokrytu najczęściej są niższe.
",https://www.doz.pl//leki/w104-Azylsartan,
Azytromycyna,Azithromycin,"Bioaktywność azytromycyny maleje do 50% przy jednoczesnym przyjmowaniu z posiłkiem. W celu uniknięcia zmniejszenia działania oraz braku efektu terapeutycznego, azytromycynę należy przyjmować na czczo, 1 godzinę przed posiłkiem lub 2 godziny po posiłku. 
Nie wykazano interakcji pomiędzy spożywaniem alkoholu, a przyjmowaniem azytromycyny. Spożywanie alkoholu w czasie zakażenia nie jest zalecane, gdyż prowadzi do odwodnienia organizmu, zaburzeń snu oraz upośledzenia zdolności regeneracyjnych. 
Możliwe jest zatrucie sporyszem przy jednoczesnym stosowaniu z makrolidami, które objawia się skurczem naczyń krwionośnych i niedokrwieniem. Ze względu na możliwy efekt toksyczny nie zaleca się jednoczesnego przyjmowania z azytromycyną. 
",https://www.doz.pl//leki/w105-Azytromycyna,
Bacytracyna,Bacitracin,"Bacytracyna nie wykazuje wpływu na zdolność prowadzenia pojazdów mechanicznych, w tym samochodów. 
Bacytracyna zmniejsza tempo eliminacji olejku goździkowego i eukaliptusowego powodując wzrost stężenia tych olejków we krwi. To samo dotyczy olejku z wiesiołka, często stosowanego w przypadku chorób skórnych. 
",https://www.doz.pl//leki/w106-Bacytracyna,
Baklofen,Baclofen,"Lek należy przyjmować z posiłkiem. 
Baklofen nasila działanie uspokajające alkoholu. Może również nasilić już występującą chorobę alkoholową. 
Możliwy dodatni wynik badania na krew utajoną w kale (częstość nieznana).
",https://www.doz.pl//leki/w107-Baklofen,
Baricytynib,Baricitinib,"Baricytynib ma wpływ na wczesny rozwój embrionalny. W badaniach prowadzonych wśród szczurów i królików potwierdzono teratogenne działanie leku (zmniejszenie masy ciała, ograniczenie wzrostu, deformacje szkieletu). Stosowanie baricytynibu w ciąży jest przeciwwskazane. Kobiety w okresie rozrodczym muszą stosować skuteczną metodę antykoncepcji podczas leczenia i przez co najmniej tydzień po zakończeniu przyjmowania leku.
",https://www.doz.pl//leki/w1375-Baricytynib,
Bazedoksyfen,Bazedoxifene,"Jedzenie nie wpływa na działanie bazedoksyfenu.
Bazedoksyfen zwiększa stężenie globulin wiążących hormony:  kortykosteroidy (CBG), płciowe (SHBG), tyroksynę (TBG).
",https://www.doz.pl//leki/w109-Bazedoksyfen,
Bazyliksymab,Basiliximab,"Brak jest dowodów, żeby bazyliksymab wchodził w interakcje z pożywieniem. 
Bazyliksymab podawany jest pacjentom po przeszczepach nerek, nie jest zalecane, aby spożywali oni alkohol w trakcie takiej terapii. Chociaż brak jest danych dotyczących wzajemnej interakcji.
W badaniach klinicznych w czasie, których oceniano wzajemny wpływ na siebie leków podawanych pacjentom po przeszczepach nerek dowiedziono, że dodatek azatiopryny zmniejszał klirens bazyliksymabu o 22%, a w przypadku dodatku mykofenolanu mofetylu klirens był zmniejszony aż o 51%. Możemy zatem wnioskować, że terapia samą cyklosporyną i kortykosteroidami jest bezpieczniejsza dla pacjenta.
",https://www.doz.pl//leki/w110-Bazyliksymab,
Bedakilina,Bedaquiline,"Na podstawie dostępnych wyników badań stwierdzono, że bedakilina może mieć niewielki wpływ na prowadzenie pojazdów lub obsługę maszyn potencjalnie niebezpiecznych. Zgłaszano zawroty głowy, dlatego należy ocenić ryzyko ich wpływu indywidualnie na pacjenta i niebezpieczeństwo wynikające z ich obecności podczas prowadzenia pojazdów lub obsługi maszyn potencjalnie niebezpiecznych.
",https://www.doz.pl//leki/w111-Bedakilina,
Beklometazon,Beclomethasone,"Substancja lecznicza wywiera nieistotny wpływ na zdolność prowadzenia pojazdów i obsługę maszyn. 
Beklometazon w postaci inhalacji może wchodzić w interakcję z dymem papierosowym. 
",https://www.doz.pl//leki/w112-Beklometazon,
Beksaroten,Bexarotene,"Przyjmowanie beksarotenu zalecane jest podczas lub tuż po posiłku. W trakcie stosowania substancji nie jest zalecane spożywanie soku z grejpfruta, gdyż może on podnosić poziom stężenia beksarotenu w osoczu.
W przypadku pacjentów spożywających znaczne ilości alkoholu należy zgłosić ten fakt lekarzowi przed rozpoczęciem kuracji beksarotenem. Łączenie beksarotenu z alkoholem może nasilać objawy niepożądane oraz ryzyko zapalenia trzustki. 
Beksaroten zwiększa wrażliwość skóry na światło co może prowadzić do poparzeń słonecznych, wysypki, świądu oraz zaczerwienienia skóry. 
",https://www.doz.pl//leki/w113-Beksaroten,
Belimumab,Belimumab,"Nie badano wpływu belimumabu na zdolność prowadzenia pojazdów i obsługi urządzeń mechanicznych, jednak nie przewiduje się, by mógł on wykazywać szkodliwe działanie pod tym względem.
Dożylne roztwory belimumabu nie są zgodne z 5% roztworem glukozy i nie należy ich podawać łącznie.
",https://www.doz.pl//leki/w115-Belimumab,
Bemiparyna,Bemiparin,"Bemiparyna nie wpływa na zdolność prowadzenia pojazdów i obsługę maszyn potencjalnie niebezpiecznych.
",https://www.doz.pl//leki/w116-Bemiparyna,
Benazepryl,Benazepril,"Ze względu na ryzyko wystąpienia hiperkaliemii należy unikać nadmiernego spożywania  produktów zawierających potas np. migdały, szpinak, daktyle, pomidory, ziemniaki i awokado. Pożywienie nieznacznie spowalnia wchłanianie benazeprylu.
Benazeprylu nie należy łączyć z alkoholem ze względu na wzrost działania hipotensyjnego substancji czynnej i działań niepożądanych alkoholu.
",https://www.doz.pl//leki/w117-Benazepryl,
Bencyklan,Bencyclane,"Na początku leczenia należy zachować szczególną ostrożność podczas prowadzenia pojazdów i obsługi urządzeń mechanicznych, ze względu na ryzyko występowania bólów i zawrotów głowy oraz senności.
",https://www.doz.pl//leki/w118-Bencyklan,
Bendamustyna,Bendamustine,"Bendamustyna może wywoływać ataksję, neuropatię obwodową oraz senność. Pacjent w trakcie leczenia powinien unikać prowadzenia pojazdów i obsługiwania urządzeń mechanicznych.
",https://www.doz.pl//leki/w119-Bendamustyna,
Benfotiamina,Benfotiamine,"Brak danych na temat interakcji benfotiaminy z żywnością.
Spożywanie alkoholu w trakcie suplementacji benfotiaminą zmniejsza wchłanianie substancji i wywiera negatywny wpływ na zdolność do magazynowania i metabolizm tiaminy.
Konsumpcja napojów mających w składzie siarczyny (na przykład wino) w trakcie leczenia benfotiaminą nasila rozpad tiaminy i obniża skuteczność terapii.
",https://www.doz.pl//leki/w120-Benfotiamina,
Benzalkoniowy,chlorek,"Mleko zmniejsza skuteczność przeciwbakteryjnego działania chlorku benzalkoniowego.
",https://www.doz.pl//leki/w121-Benzalkoniowy_chlorek,
Benzokaina,(Anestezyna),"
        Działa niepożądane zostały podzielone ze względu na częstotliwość występowania u pacjentów. (Klasyfikacja MdDRA)
    
",https://www.doz.pl//leki/w1372-Benzokaina_Anestezyna,
Benzylopenicylina,benzatynowa,"Obecnie brak jest danych oceniających wpływ benzylopenicyliny benzatynowej na zdolność prowadzenia pojazdów i obsługę maszyn. Jednak antybiotyk może powodować zaburzenia widzenia, splątanie, senność oraz omamy, które mogą zaburzać zdolność prowadzenia pojazdów.
",https://www.doz.pl//leki/w123-Benzylopenicylina_benzatynowa,
Benzylopenicylina,potasowa,"Substancja czynna nie wywiera wpływu na zdolność prowadzenia pojazdów i obsługi maszyn. 
",https://www.doz.pl//leki/w124-Benzylopenicylina_potasowa,
Benzylopenicylina,prokainowa,"Substancja czynna nie powoduje objawów wpływających na zdolność prowadzenia pojazdów i obsługiwania maszyn. Jeśli jednak u pacjenta wystąpią działania niepożądane mające wpływ na zdolność koncentracji, należy zachować szczególną ostrożność w czasie wykonywania tychże czynności.
W wyniku stosowania benzylopenicyliny prokainowej, wynik testu Coombsa może być fałszywie dodatni.
",https://www.doz.pl//leki/w125-Benzylopenicylina_prokainowa,
Beraktant,Beractant,"Po podaniu dotchawiczym beraktantu mogą wystąpić następujące działania niepożądane: krótkotrwałe zwolnienie czynności serca noworodka oraz obniżenie stężenia tlenu we krwi, rzężenie, wilgotne szmery oddechowe, zwiększone ryzyko zakażeń oraz zwiększone ryzyko wystąpienia krwawienia do płuc i mózgu oraz bezdech. 
",https://www.doz.pl//leki/w126-Beraktant,
Beta-karoten,(Prowitamina,"Może być podawany z pożywieniem, w otoczeniu tłuszczów lepiej się wchłania.
",https://www.doz.pl//leki/w127-Beta-karoten_Prowitamina_A,
